clave_alumno,materias_aprobadas,materias_reprobadas,materias_totales,promedio_calificaciones,desviacion_calificaciones,duracion_estudios,sexo,prepa,prepa_nombre,carrera,ciudad,colonia,carrera_codificada,ciudad_codificada,colonia_codificada
207,57,0,57,91.78947368421052,7.89153443821122,0.0,1,131.0,UAS (LA CRUZ),Mecanica,"CULIACAN, SIN.",Revolucion Mexicana,5,145,670
209,44,10,54,62.44444444444444,30.98305481282618,0.0,1,5.0,COBAES 5(PROFRA. FCA. GUERRER),Mecanica,"CULIACAN, SIN.",Centro,5,145,183
210,50,11,61,63.442622950819676,30.563880965481648,0.0,1,153.0,C.E.T.I.S. 107,Mecanica,CULIACAN,Montserrat,5,137,563
211,48,8,56,70.32142857142857,30.357929707144002,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Mecanica,"CULIACAN, SIN.",Centro,5,145,183
212,11,11,22,39.72727272727273,40.89729507667646,0.0,1,7.0,COBAES 7(GRAÑ. PABLO MACIAS V),Mecanica,"GUASAVE, SIN.",Ejidal,5,287,252
213,50,3,53,76.54716981132076,21.086421111642743,0.0,1,175.0,ITESM CAMPUS MAZATLAN,Mecanica,"CULIACAN, SIN.",Humaya,5,145,400
214,7,5,12,49.0,43.80535459175158,0.0,1,45.0,COBAES 45(PROFR.ALEJANDRO CAL),Mecanica,CULIACAN,Ejidal,5,137,252
216,54,3,57,76.66666666666667,20.172765705040952,0.0,1,118.0,UAS (CENTRAL DIURNA),Mecanica,"CULIACAN, SIN.",Villa de Guadalupe,5,145,784
217,45,11,56,66.125,33.76607361350631,0.0,1,98.0,COLEGIO SINALOA,Mecanica,"GUASAVE, SIN.",Los Angeles,5,287,521
218,54,1,55,83.89090909090909,14.107619070024386,0.0,1,122.0,UAS (VICTORIA DEL PUEBLO),Mecanica,"CULIACAN, SIN.",El Chorizo,5,145,256
219,52,5,57,72.9298245614035,24.080118984876602,0.0,1,116.0,C.B.T.A. 133,Mecanica,"CULIACAN, SIN.",Terranova Plus,5,145,735
220,9,2,11,68.72727272727273,35.14282546720143,0.0,1,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Mecanica,"ANGOSTURA, SIN.",AGRICOLA INDEP.,5,38,36
223,51,11,62,65.43548387096774,31.39991697166737,0.0,1,103.0,C.E.T. DEL MAR 28(ALTATA),Mecanica,"CULIACAN, SIN.",Amado Nervo,5,145,83
226,32,11,43,58.30232558139535,35.266019584297354,0.0,1,85.0,COLEGIO AZTLAN,Mecanica,"CULIACAN, SIN.",Industrial Bravo,5,145,428
227,56,0,56,91.03571428571429,8.188604689032601,0.0,1,45.0,COBAES 45(PROFR.ALEJANDRO CAL),Mecanica,"QUILA, CLN. SIN",,5,403,870
228,3,3,6,43.5,47.93224384482746,0.0,1,79.0,COLEGIO CULIACAN,Mecanica,"MOCORITO, SIN.",Ferrocarrilera,5,355,353
230,56,0,56,84.80357142857143,7.955374724862865,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Electrica,"CULIACAN, SIN.",Prodensa,1,145,640
231,51,6,57,70.01754385964912,25.095169731636584,0.0,1,108.0,C.B.T.I.S 152,Electrica,"CULIACAN,SIN.",Gustavo Diaz Ordaz,1,149,386
233,52,5,57,72.28070175438596,23.811577605655934,0.0,1,112.0,C.B.T.I.S. 45,Electrica,"CULIACAN, SIN.",Cascadas,1,145,182
234,54,6,60,73.58333333333333,25.994322500497812,0.0,1,112.0,C.B.T.I.S. 45,Electrica,"CULIACAN, SIN.",Cascadas,1,145,182
236,46,12,58,60.94827586206897,32.133178139207985,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Electrica,"CULIACAN, SIN.",Emiliano Zapata,1,145,268
237,48,20,68,53.1764705882353,35.04195403485958,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Electrica,CULIACAN,Centro,1,137,183
239,7,5,12,44.75,39.731199098670324,0.0,1,58.0,COBAES 58(ING.HERIBERTO VALDE),Electrica,"CULIACAN, SIN.",Lazaro Cardenas,1,145,512
240,45,10,55,63.89090909090909,31.324273351669326,0.0,1,121.0,UAS (EMILIANO ZAPATA),Electrica,"CULIACAN, SIN.",Priv Lomas del Bosque,1,145,637
241,45,8,53,66.43396226415095,29.49805041404123,0.0,1,40.0,COBAES 40(LIC.CLEMENTE VIZCAR),Electrica,"CULIACAN, SIN.",Vicente Guerrero,1,145,776
242,48,10,58,67.3103448275862,32.11394564892587,0.0,1,36.0,COBAES 36(JOSE C.VALADEZ ROCH),Electrica,"CUALICAN, SIN.",Humaya,1,126,400
243,45,15,60,58.28333333333333,34.603855799002986,0.0,1,99.0,COLEGIO ESPERANZA DE CULIACAN,Electrica,"CULIACAN, SIN.",Salvador Alvarado,1,145,709
244,12,5,17,53.588235294117645,36.16465612917087,0.0,1,64.0,COBAES 64(PROFRA.EVANGELINA F),Electrica,CULIACAN,Pueblos Unidos,1,137,642
245,49,8,57,66.78947368421052,28.082618443560715,0.0,1,107.0,C.B.T.I.S. 224,Electrica,CULIACAN,Infonavit Jobori,1,137,433
246,45,12,57,61.40350877192982,32.940888426480164,0.0,1,4.0,COBAES 4(PROFR. VICTOR M. RUB),Electrica,"CULIACAN, SIN.",Humaya,1,145,400
248,42,14,56,61.44642857142857,36.561738392556144,0.0,1,125.0,UAS (8 DE JULIO EL TAMARINDO),Electronica,"CULIACAN, SIN.",FRAC.RINCON HYA,2,145,318
250,9,2,11,63.72727272727273,32.13748872918016,0.0,2,16.0,COBAES 16(PROFR. CIPRIANO OBE),Electrica,CULIACAN,Cascadas,1,137,182
251,11,8,19,46.36842105263158,41.458427003332424,0.0,1,9.0,COBAES 9(GRAL. BENJAMIN HILL),Electrica,"NAVOLATO, SIN.",La Sirena,1,360,502
252,56,0,56,90.75,7.498484695408316,0.0,1,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Electrica,"CULIACAN,SIN.",Riveras de Tamazula,1,149,674
253,56,0,56,85.125,7.927082462270488,0.0,1,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Electrica,"CULIACAN, SIN.",Infonavit Jobori,1,145,433
254,49,11,60,61.46666666666667,30.248387919877857,0.0,1,22.0,COBAES 22(PROFR.MIGUEL CRISTO),Electrica,"CULIACAN, SIN.",Tierra Blanca,1,145,736
256,55,5,60,74.48333333333333,23.88141016381632,0.0,1,98.0,COLEGIO SINALOA,Electrica,CULIACAN,La Higueras,1,137,500
257,51,10,61,64.8360655737705,29.954510137801094,0.0,1,77.0,COLEGIO DEL VALLE A.C.,Electrica,"CULIACAN, SIN.",Emiliano Zapata,1,145,268
258,49,12,61,63.60655737704918,32.65694346205954,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Electrica,"CULIACAN, SIN.",Villa de Guadalupe,1,145,784
259,50,7,57,70.05263157894737,27.609147715820296,0.0,1,222.0,COBAES 71 (LEON FONSECA),Electrica,"CULIACAN, SIN.",Guadalupe,1,145,384
260,45,16,61,58.0,35.68519767821573,0.0,1,71.0,CONALEP   (CULIACAN II),Electronica,"CULIACAN, SIN.",El Walamo,2,145,267
261,34,12,46,59.369565217391305,36.3099978246899,0.0,1,107.0,C.B.T.I.S. 224,Electronica,"CULIACAN, SIN.",4 de Marzo,2,145,17
263,47,8,55,69.43636363636364,30.43375540437736,0.0,1,4.0,COBAES 4(PROFR. VICTOR M. RUB),Electronica,"CULIACAN, SIN.",Libertad,2,145,515
264,8,4,12,54.583333333333336,41.640143073139356,0.0,1,79.0,COLEGIO CULIACAN,Electronica,"CULIACAN, SIN.",El Chorizo,2,145,256
270,48,7,55,72.94545454545455,29.623200480940728,0.0,1,118.0,UAS (CENTRAL DIURNA),Electronica,"CULIACAN, SIN.",Emiliano Zapata,2,145,268
271,49,11,60,61.7,30.275738454793316,0.0,2,5.0,COBAES 5(PROFRA. FCA. GUERRER),Electronica,CULIACAN,Rafael Buelna,2,137,663
272,33,22,55,46.03636363636364,38.479414234955804,0.0,1,5.0,COBAES 5(PROFRA. FCA. GUERRER),Electronica,"CULIACAN, SIN.",Centro,2,145,183
273,46,11,57,67.43859649122807,34.203705701418855,0.0,1,78.0,INSTITUTO NORAY S.C.,Electronica,CULIACAN,Los Angeles,2,137,521
275,45,12,57,63.08771929824562,33.93759014813304,0.0,1,12.0,COBAES 12(PROFR. JOSE SANTOS ),Electronica,"NAVOLATO, SIN.",Centro,2,360,183
276,52,3,55,79.2,21.438456273887994,0.0,1,10.0,COBAES 10(ING. FEDERICO DELGA),Electronica,"GUASAVE, SIN.",Los Angeles,2,287,521
278,5,9,14,27.714285714285715,38.79022194679116,0.0,1,39.0,COBAES 39(PROFR. JOSE ROMERO ),Electronica,CULIACAN,Centro,2,137,183
282,34,16,50,53.4,37.74565794733947,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Electronica,"COSALA, SIN.",,2,102,870
283,50,8,58,69.74137931034483,29.375703258369402,0.0,1,83.0,INSTITUTO WINDSOR S.C.,Electronica,AHOME,,2,27,870
284,49,4,53,72.49056603773585,22.27504868466529,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Electronica,CULIACAN,Emiliano Zapata,2,137,268
285,23,16,39,46.0,39.33392803594426,0.0,1,16.0,COBAES 16(PROFR. CIPRIANO OBE),Electronica,CULIACAN,4 de Marzo,2,137,17
286,50,5,55,74.8,25.597598266967093,0.0,1,121.0,UAS (EMILIANO ZAPATA),Electronica,"CULIACAN, SIN.",Villa Satelite,2,145,782
287,48,9,57,68.9298245614035,31.141875602476166,0.0,1,121.0,UAS (EMILIANO ZAPATA),Electronica,"CULIACAN, SIN.",Fovissste Playa Azul,2,145,359
288,52,5,57,79.43859649122807,26.235892497451747,0.0,2,4.0,COBAES 4(PROFR. VICTOR M. RUB),Electronica,SALVADOR ALVARA,,2,423,870
290,10,13,23,34.0,39.90784839647915,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Electronica,"CULIACAN, SIN.",Santa Natalia,2,145,721
291,12,9,21,43.095238095238095,38.63794088962915,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Electronica,"CULIACAN, SIN.",Nuevo Culiacan,2,145,584
292,53,2,55,84.2,18.50265246250245,0.0,1,9.0,COBAES 9(GRAL. BENJAMIN HILL),Electronica,"NAVOLATO, SIN.",Alcanfores,2,360,78
293,44,11,55,63.50909090909091,32.97972032722462,0.0,1,9.0,COBAES 9(GRAL. BENJAMIN HILL),Electronica,"NAVOLATO, SIN.",CALDERON,2,360,148
294,49,7,56,71.48214285714286,28.565708031215944,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Electronica,"CULIACAN, SIN.",Humaya,2,145,400
296,48,6,54,73.5925925925926,27.7015894363949,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Electronica,"CULIACAN, SIN.",Los Angeles,2,145,521
297,47,5,52,77.03846153846153,26.784515235677805,0.0,1,41.0,COBAES 41(PABLO DE VILLAVICEN),Electronica,"CULIACAN, SIN.",Las Mañanitas,2,145,510
298,3,3,6,40.0,45.16635916254486,0.0,1,30.0,COBAES 30(ING. JUAN DE DIOS B),Electronica,"CULIACAN, SIN",Centro,2,144,183
300,51,8,59,68.91525423728814,28.88818403931652,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Electronica,"CULIACAN, SIN.",Centro,2,145,183
301,54,0,54,91.14814814814815,8.603218808354839,0.0,1,190.0,PREPARATORIA ABIERTA (SEP),Electronica,"COSTA RICA,CLN.",Centro,2,116,183
302,46,5,51,71.58823529411765,25.024129531784506,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,Stase,2,137,728
304,56,1,57,80.98245614035088,14.152853357021803,0.0,1,81.0,INST.DE ESTUDIOS SUP.VIZCAYA P,Electrica,"CULIACAN, SIN.",Popular,1,145,630
305,47,9,56,67.39285714285714,30.826599241227054,0.0,1,12.0,COBAES 12(PROFR. JOSE SANTOS ),Electronica,"NAVOLATO, SIN.",BARIOMETO,2,360,114
306,46,10,56,67.58928571428571,33.09643034072862,0.0,1,51.0,COBAES 51(GRAL. TEOFILO NORIS),Electronica,CULIACAN,Universidad 94,2,137,747
309,45,5,50,70.76,25.66627263590115,0.0,2,3.0,COBAES 3(PROFRA. VELINA LEON ),Electronica,"CULIACAN, SIN.",Fovissste Playa Azul,2,145,359
310,12,10,22,42.5,40.200390900729175,0.0,1,108.0,C.B.T.I.S 152,Electronica,CULIACAN,Libertad,2,137,515
312,48,2,50,82.34,19.998581582355346,0.0,1,20.0,COBAES 20(PROFR.JESUS M. IBAR),Electronica,"MOCORITO, SIN.",Potreritos,2,355,633
313,45,10,55,66.0909090909091,32.759094144347905,0.0,1,36.0,COBAES 36(JOSE C.VALADEZ ROCH),Electronica,"GUASAVE, SIN.",Fresno,2,287,366
314,50,2,52,84.0,19.346175585989126,0.0,1,153.0,C.E.T.I.S. 107,Electronica,"CULIACAN, SIN.",La Higueras,2,145,500
315,54,3,57,79.96491228070175,21.172729185272324,0.0,1,127.0,UAS (NAVOLATO),Electronica,NAVOLATO,Nayarit,2,357,577
316,52,0,52,87.3076923076923,9.245112034525059,0.0,1,98.0,COLEGIO SINALOA,Electronica,"CULIACAN, SIN.",Los Angeles,2,145,521
317,36,4,40,77.475,27.646103726963975,0.0,1,9.0,COBAES 9(GRAL. BENJAMIN HILL),Electronica,"NAVOLATO,CLN.S.",GENARO CALDERON,2,361,371
318,48,2,50,80.72,18.665738558073915,0.0,1,112.0,C.B.T.I.S. 45,Electronica,"CULIACAN, SIN.",Industrial Bravo,2,145,428
319,48,7,55,73.0,29.493878837631524,0.0,1,11.0,COBAES 11(LIC.ALEJANDRO RIOS ),Electronica,PUEBLOS UNIDOS,,2,397,870
320,10,11,21,37.76190476190476,40.910762351616924,0.0,1,102.0,C.E.T. DEL MAR(MAZATLAN),Electronica,"CULIACAN, SIN.",Industrial El Palmito,2,145,429
321,46,6,52,67.90384615384616,25.945840737654088,0.0,1,41.0,COBAES 41(PABLO DE VILLAVICEN),Electronica,CULIACAN,Montserrat,2,137,563
322,51,2,53,82.86792452830188,18.320897836423196,0.0,1,38.0,COBAES 38/LIC.MARCO A. ARROYO),Electronica,"CULIACAN, SIN.",Guadalupe,2,145,384
323,46,11,57,62.56140350877193,31.868041281789573,0.0,1,44.0,COBAES 44(PROFRA.ENRIQUETA CA),Electronica,"CULIACAN, SIN.",Cascadas,2,145,182
325,50,5,55,76.07272727272728,26.031216691200633,0.0,1,14.0,COBAES 14(PROFRA.IGNACIA ARRA),Electronica,SIN.DE LEYVA,MAQUIPO,2,440,535
327,50,5,55,73.47272727272727,24.975435743393756,0.0,1,107.0,C.B.T.I.S. 224,Electronica,"NAVOLATO, SIN.",Antonio Bonifant,2,360,89
328,52,1,53,86.16981132075472,15.24635624698142,0.0,1,153.0,C.E.T.I.S. 107,Electronica,"CULIACAN, SIN.",Las Granjas,2,145,509
329,49,3,52,82.26923076923077,22.59716743017297,0.0,1,107.0,C.B.T.I.S. 224,Electronica,"CULIACAN, SIN.",Centro,2,145,183
330,5,7,12,36.083333333333336,44.98577216153677,0.0,1,22.0,COBAES 22(PROFR.MIGUEL CRISTO),Electronica,SALV.ALVARADO,Insurgentes,2,419,436
333,10,13,23,34.78260869565217,40.88337795345898,0.0,1,125.0,UAS (8 DE JULIO EL TAMARINDO),Electronica,"CULICAN,SIN.",Los Angeles,2,172,521
334,6,11,17,27.941176470588236,39.5307958878823,0.0,1,9.0,COBAES 9(GRAL. BENJAMIN HILL),Electronica,"NAVOLATO, SIN.",Centro,2,360,183
335,50,8,58,70.27586206896552,30.06880595150167,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Electronica,"CULIACAN, SIN.",Villa del Real,2,145,785
336,53,3,56,83.89285714285714,22.52164903653095,0.0,1,40.0,COBAES 40(LIC.CLEMENTE VIZCAR),Informatica,"CULIACAN, SIN.",Infonavit Jobori,4,145,433
337,49,4,53,80.35849056603773,25.356757815394364,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Informatica,CULIACAN,Las Granjas,4,137,509
339,51,3,54,83.75925925925925,22.38171017559531,0.0,1,129.0,UAS (CARLOS MARX) COSTA RICA,Informatica,"COSTA RICA,CLN.",La Constancia,4,116,498
340,51,2,53,88.24528301886792,19.162167916112285,0.0,2,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Informatica,"CULIACAN, SIN.",Buenos Aires,4,145,140
341,50,4,54,81.94444444444444,24.979551385510984,0.0,2,56.0,COBAES 56(GRAL. MACARIO GAXIO),Informatica,"CULIACAN, SIN.",La Higueras,4,145,500
343,57,3,60,85.48333333333333,21.777372541292948,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Informatica,"CULIACAN,SIN.",Villa del Real,4,149,785
344,48,2,50,86.46,20.05727513183896,0.0,2,5.0,COBAES 5(PROFRA. FCA. GUERRER),Informatica,CULIACAN,Centro,4,137,183
345,11,7,18,48.833333333333336,40.733350983597475,0.0,1,56.0,COBAES 56(GRAL. MACARIO GAXIO),Informatica,"CULIACAN, SIN.",AMPL. PEMEX,4,145,60
347,55,1,56,92.96428571428571,14.139518168098023,0.0,1,119.0,UAS (CENT. VESP. FLORES MAGON),Informatica,"CULIACAN, SIN.",Infonavit Jobori,4,145,433
348,53,4,57,77.19298245614036,23.36392105399999,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Informatica,"CULIACAN,SIN.",Los Angeles,4,149,521
349,53,2,55,86.34545454545454,18.78456634207808,0.0,1,109.0,C.B.T.I.S 108,Informatica,"CULIACAN, SIN.",El Chorizo,4,145,256
350,46,10,56,69.80357142857143,33.83189438861025,0.0,2,40.0,COBAES 40(LIC.CLEMENTE VIZCAR),Informatica,"CULIACAN, SIN.",4 de Marzo,4,145,17
352,50,6,56,75.82142857142857,28.103773375155118,0.0,1,55.0,COBAES 55(LIC.RAUL CERVANTES ),Informatica,"CULIACAN,SIN.",Fovissste Playa Azul,4,149,359
353,54,0,54,90.66666666666667,8.28273949758808,0.0,1,16.0,COBAES 16(PROFR. CIPRIANO OBE),Informatica,"CULIACAN,SIN.",Pradera Dorada Vii,4,149,634
354,46,10,56,71.125,34.77985963691685,0.0,1,116.0,C.B.T.A. 133,Informatica,"NAVOLATO, SIN.",Popular,4,360,630
355,4,2,6,53.833333333333336,42.19202136265418,0.0,1,47.0,COBAES 47(PROFR.MIGUEL CASTRO),Informatica,"QUILA,CULIACAN",Libertad,4,407,515
357,45,6,51,78.41176470588235,30.246438779193983,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Informatica,"CULIACAN, SIN.",Guadalupe,4,145,384
358,2,6,8,20.25,37.953919428696686,0.0,2,8.0,COBAES 8(PROFR. JOSE RENTERIA),Informatica,"CULIACAN, SIN.",4 de Marzo,4,145,17
359,10,18,28,28.392857142857142,39.2771154610646,0.0,1,40.0,COBAES 40(LIC.CLEMENTE VIZCAR),Informatica,"CULIACAN, SIN.",Villa del Real,4,145,785
360,8,11,19,34.21052631578947,41.80853042591033,0.0,1,5.0,COBAES 5(PROFRA. FCA. GUERRER),Informatica,"CULIACAN, SIN.",Gabriel Leyva Velazquez,4,145,380
361,49,8,57,72.57894736842105,30.827832605583783,0.0,1,153.0,C.E.T.I.S. 107,Informatica,CULIACAN,Aquiles Serdan,4,137,92
362,26,8,34,62.529411764705884,36.24599061975172,0.0,2,64.0,COBAES 64(PROFRA.EVANGELINA F),Informatica,"CULIACAN, SIN.",Cascadas,4,145,182
363,18,6,24,63.833333333333336,39.073694772678024,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Informatica,CULIACAN,Ejidal,4,137,252
364,52,2,54,89.79629629629629,19.653968469237892,0.0,2,59.0,COBAES 59 (CRISTINO C. ROMO ),Informatica,"COSTA RICA,CLN.",Centro,4,116,183
365,8,3,11,62.0,40.57092555020159,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Informatica,CULIACAN,Issstesin,4,137,438
366,55,5,60,77.13333333333334,25.034529826138524,0.0,1,153.0,C.E.T.I.S. 107,Industrial,"CULIACAN, SIN.",Humaya,3,145,400
367,4,4,8,39.875,43.25154827947121,0.0,2,22.0,COBAES 22(PROFR.MIGUEL CRISTO),Informatica,"GUAMUCHIL, SIN.",Juarez,4,279,463
368,49,2,51,79.50980392156863,18.429728754400717,0.0,1,5.0,COBAES 5(PROFRA. FCA. GUERRER),Informatica,"CULIACAN, SIN.",Fovissste Playa Azul,4,145,359
369,55,0,55,98.45454545454545,2.740763490669069,0.0,2,24.0,COBAES 24(GRAL. EMILIANO ZAPA),Informatica,"CULIACAN, SIN.",Industrial Bravo,4,145,428
371,52,0,52,87.48076923076923,9.657853422475151,0.0,1,154.0,C.E.T.I.S. 108,Informatica,"CULIACAN, SIN.",Guadalupe,4,145,384
372,52,5,57,79.03508771929825,26.4669368621903,0.0,2,154.0,C.E.T.I.S. 108,Informatica,"CULIACAN, SIN.",El Chorizo,4,145,256
373,54,3,57,84.17543859649123,21.860860987339205,0.0,1,60.0,COBAES 60(PROFRA.JESUSITA NE),Informatica,CULIACAN,Lazaro Cardenas,4,137,512
374,50,11,61,68.24590163934427,33.55873246399756,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Informatica,"CULIACAN, SIN.",4 de Marzo,4,145,17
376,55,1,56,90.73214285714286,14.958720255700738,0.0,1,41.0,COBAES 41(PABLO DE VILLAVICEN),Informatica,"CULIACAN, SIN.",Guadalupe,4,145,384
378,54,1,55,88.12727272727273,15.658454757325366,0.0,1,125.0,UAS (8 DE JULIO EL TAMARINDO),Informatica,"CULIACAN, SIN.",Culiacancito,4,145,202
379,49,4,53,80.69811320754717,24.934980762020295,0.0,1,125.0,UAS (8 DE JULIO EL TAMARINDO),Informatica,"CULIACAN, SIN.",Rincon de Las Plazas,4,145,672
380,50,6,56,79.51785714285714,29.40994950471914,0.0,2,128.0,UAS (VLADIMIR I. LENIN),Informatica,"CULIACAN, SIN.",Issstesin,4,145,438
381,53,2,55,91.38181818181818,19.219483660820643,0.0,2,44.0,COBAES 44(PROFRA.ENRIQUETA CA),Informatica,"CULIACAN, SIN.",Industrial Bravo,4,145,428
382,51,10,61,69.37704918032787,32.45620841196448,0.0,2,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Informatica,"CULIACAN, SIN.",El Toro,4,145,265
384,24,11,35,63.885714285714286,44.34674298576366,0.0,2,5.0,COBAES 5(PROFRA. FCA. GUERRER),Informatica,"CULIACAN,SIN.",Fovissste Playa Azul,4,149,359
385,2,6,8,20.0,37.41657386773941,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Informatica,"CULIACAN, SIN.",La Higueras,4,145,500
386,53,6,59,76.89830508474576,27.329846584258597,0.0,1,118.0,UAS (CENTRAL DIURNA),Informatica,"CULIACAN, SIN.",Emiliano Zapata,4,145,268
387,36,15,51,58.01960784313726,38.99255836493851,0.0,1,58.0,COBAES 58(ING.HERIBERTO VALDE),Informatica,"CULIACAN, SIN.",Belem Torres,4,145,136
388,51,7,58,78.67241379310344,30.37969539539525,0.0,2,58.0,COBAES 58(ING.HERIBERTO VALDE),Informatica,CULIACAN,4 de Marzo,4,137,17
389,48,6,54,74.44444444444444,28.762965356524496,0.0,2,5.0,COBAES 5(PROFRA. FCA. GUERRER),Informatica,"CULIACAN, SIN.",BARRANCOS,4,145,115
390,49,5,54,80.51851851851852,27.6996973900375,0.0,1,4.0,COBAES 4(PROFR. VICTOR M. RUB),Informatica,CULIACAN,Miguel Hidalgo Y Costilla,4,137,555
392,48,6,54,76.51851851851852,28.636789071574338,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Informatica,"CULIACAN, SIN.",Humaya,4,145,400
393,49,5,54,80.11111111111111,27.204790551129364,0.0,2,94.0,COLEGIO MONTFERRANT,Informatica,"CULIACAN, SIN.",Guadalupe,4,145,384
394,55,1,56,92.94642857142857,14.652855313254436,0.0,2,16.0,COBAES 16(PROFR. CIPRIANO OBE),Informatica,"CULIACAN, SIN.",Villa Satelite,4,145,782
396,49,7,56,74.08928571428571,29.903649388548658,0.0,1,190.0,PREPARATORIA ABIERTA (SEP),Informatica,"CULIACAN,SIN.",Las Granjas,4,149,509
398,47,11,58,66.55172413793103,33.69427689119935,0.0,1,16.0,COBAES 16(PROFR. CIPRIANO OBE),Informatica,"CULIACAN, SIN.",Humaya,4,145,400
402,52,3,55,80.56363636363636,22.29080830028679,0.0,1,11.0,COBAES 11(LIC.ALEJANDRO RIOS ),Informatica,CULIACAN,EST.OBISPO,4,137,244
403,4,10,14,21.071428571428573,34.650928027786115,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Informatica,CULIACAN,La Higueras,4,137,500
404,46,7,53,74.33962264150944,30.624866339567923,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Informatica,"CULIACAN, SIN.",Villa del Real,4,145,785
405,47,13,60,67.6,36.76042455629862,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Informatica,"CULIACAN,SIN.",Humaya,4,149,400
406,54,2,56,87.375,19.105984307636085,0.0,1,3.0,COBAES 3(PROFRA. VELINA LEON ),Informatica,V. ANGEL F.NAV.,Centro,4,467,183
407,48,10,58,69.98275862068965,33.72774971782779,0.0,1,107.0,C.B.T.I.S. 224,Informatica,"COSTA RICA,CLN.",Juan de Dios Batiz,4,116,462
408,46,9,55,72.63636363636364,33.84078387387996,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Informatica,"CULIACAN, SIN.",Infonavit Jobori,4,145,433
410,50,11,61,68.95081967213115,33.72952526077027,0.0,2,39.0,COBAES 39(PROFR. JOSE ROMERO ),Informatica,"CULIACAN,SIN.",Ejidal,4,149,252
411,44,9,53,73.45283018867924,34.96237870237524,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Informatica,"EL DORADO, CLN.",,4,215,870
412,13,1,14,89.92857142857143,26.485015460747693,0.0,2,5.0,COBAES 5(PROFRA. FCA. GUERRER),Informatica,"CULIACAN, SIN.",Libertad,4,145,515
413,10,9,19,45.0,44.40470445547158,0.0,2,78.0,INSTITUTO NORAY S.C.,Informatica,"CULIACAN, SIN.",El Walamo,4,145,267
414,52,4,56,82.0,25.16491063510315,0.0,1,9.0,COBAES 9(GRAL. BENJAMIN HILL),Informatica,"NAVOLATO, SIN.",Infonavit Jobori,4,360,433
415,15,2,17,79.82352941176471,31.343331216778886,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Informatica,"CULIACAN, SIN.",Margaritas,4,145,550
416,49,6,55,75.72727272727273,28.060420620283033,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Informatica,"CULIACAN, SIN.",Centro,4,145,183
418,46,7,53,73.81132075471699,30.43028388083514,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Informatica,"CULIACAN, SIN.",Buenos Aires,4,145,140
419,56,0,56,93.91071428571429,7.4327941294932,0.0,2,125.0,UAS (8 DE JULIO EL TAMARINDO),Informatica,"CULIACAN,SIN.",Gustavo Diaz Ordaz,4,149,386
420,22,3,25,79.0,30.90981505390588,0.0,2,56.0,COBAES 56(GRAL. MACARIO GAXIO),Informatica,"CULIACAN, SIN.",FRAC.VILLAVERDE,4,145,329
421,22,1,23,86.43478260869566,21.79413200206239,0.0,2,44.0,COBAES 44(PROFRA.ENRIQUETA CA),Informatica,"CULIACAN, SIN.",Humaya,4,145,400
422,49,8,57,74.36842105263158,31.77410872018924,0.0,1,42.0,COBAES 42(SEVERIANO M. MORENO),Informatica,CULIACAN,4 de Marzo,4,137,17
425,55,0,55,97.38181818181818,4.636772940274656,0.0,2,17.0,COBAES 17(PROFR. GABRIEL LEYV),Informatica,CULIACAN,Las Mañanitas,4,137,510
